\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2021-01-31 08:02:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,net_flow
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,net_flow
14/03/2020,15,45,205,161,0,0,5,0,1450,1417,46,49,4,0,375,335,686,80,-596,0,0,0,0,0,1,0,0,0,0,9,26,0,0,0,0,0,1,0,0,70,0,0,0,777,2168,1424
14/03/2020,16,45,157,119,0,0,5,0,1450,1377,80,49,-32,0,325,314,293,80,-227,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,0,0,0,70,0,0,0,418,2070,1646
14/03/2020,17,45,195,135,0,0,5,0,1450,1333,74,69,-8,0,510,535,412,83,-333,0,0,0,0,0,1,0,0,0,0,9,22,0,0,0,0,0,0,0,0,40,0,0,0,531,2316,1730
14/03/2020,18,45,141,102,0,0,5,0,1450,1237,53,39,-13,0,525,687,762,86,-664,0,0,0,0,0,1,0,0,0,0,9,27,0,0,0,0,0,1,0,0,0,0,0,0,860,2250,1383
14/03/2020,19,100,221,110,0,0,5,0,1450,1279,21,49,24,0,635,916,828,86,-733,0,0,0,0,0,1,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,949,2450,1625
14/03/2020,20,100,153,55,0,0,5,0,1239,1018,22,49,28,0,535,656,591,86,-508,0,0,0,0,0,1,0,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,713,2071,1282
14/03/2020,21,45,159,98,0,0,5,0,1350,1288,0,49,45,0,686,672,336,86,-264,0,0,0,0,0,1,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,381,2339,1878
14/03/2020,22,45,221,179,0,0,5,0,1450,1178,97,69,-19,0,500,682,625,86,-536,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,68,0,0,0,767,2335,1595
14/03/2020,23,45,187,140,0,0,5,0,1450,1210,115,69,-46,0,615,868,1064,86,-954,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,71,0,0,0,1224,2416,1332
14/03/2020,24,50,197,132,0,0,5,0,1431,1077,92,69,-26,0,765,1154,671,83,-582,0,0,0,0,0,1,0,0,0,0,9,39,0,0,0,0,0,1,0,0,71,0,0,0,813,2554,1872
15/03/2020,1,142,151,22,0,0,5,0,1431,1450,79,49,-26,0,799,772,351,83,-266,0,0,0,0,0,1,0,0,0,0,9,42,0,0,0,0,0,0,0,0,71,0,0,0,572,2522,2071
15/03/2020,2,102,110,7,0,0,5,0,1450,1511,0,49,45,0,550,504,30,85,56,0,0,0,0,0,1,0,0,0,0,9,44,0,0,0,0,0,1,0,0,70,0,0,0,132,2253,2244
15/03/2020,3,135,150,6,0,0,5,0,1450,1642,0,69,62,0,738,566,25,82,61,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,70,0,0,0,160,2498,2455
15/03/2020,4,130,207,57,0,0,5,0,1440,1646,0,69,66,0,800,603,219,80,-134,0,0,0,0,0,1,0,0,0,0,9,43,0,0,0,0,0,1,0,0,70,0,0,0,349,2605,2358
15/03/2020,5,142,203,68,0,0,5,0,1425,1522,65,68,6,0,825,710,75,80,-13,0,0,0,0,0,1,0,0,0,0,9,45,0,0,0,0,0,1,0,0,70,0,0,0,282,2610,2415
15/03/2020,6,142,192,42,0,0,5,0,1239,1368,28,69,36,0,710,569,439,80,-363,0,0,0,0,0,1,0,0,0,0,9,45,0,0,0,0,0,1,0,0,70,0,0,0,609,2299,1774
15/03/2020,7,137,192,56,0,0,5,0,1239,1354,19,69,49,0,644,515,797,83,-687,0,0,0,0,0,1,0,0,0,0,9,48,0,0,0,0,0,0,0,0,70,0,0,0,953,2236,1411
15/03/2020,8,137,192,65,0,0,6,0,1450,1309,35,69,32,0,438,550,291,83,-207,0,0,0,0,0,1,0,0,0,0,9,48,0,0,0,0,0,1,0,0,70,0,0,0,463,2241,1875
15/03/2020,9,137,208,74,0,0,6,0,1424,1370,60,69,5,0,638,747,97,83,-38,0,0,0,0,0,1,0,0,0,0,9,47,0,0,0,0,0,1,0,0,70,0,0,0,294,2431,2283
15/03/2020,10,137,188,43,0,0,6,0,1450,1387,89,69,-20,0,538,607,48,83,38,0,0,0,0,0,1,0,0,0,0,9,40,0,0,0,0,0,1,0,0,70,0,0,0,274,2337,2173
15/03/2020,11,137,212,62,0,0,5,0,1450,1458,71,69,-3,0,305,301,9,83,75,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,70,0,0,0,217,2128,2011
15/03/2020,12,137,214,73,0,0,5,0,1450,1500,33,59,28,0,330,282,9,84,75,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,1,0,0,70,0,0,0,179,2146,2076
15/03/2020,13,137,44,-73,0,0,5,0,1450,1554,61,69,10,0,673,604,9,84,75,0,0,0,0,0,1,0,0,0,0,9,37,0,0,0,0,0,1,0,0,70,0,0,0,207,2329,2284
15/03/2020,14,117,224,72,0,0,4,0,1450,1565,25,49,18,0,704,677,9,84,74,0,0,0,0,0,1,0,0,0,0,9,35,0,0,0,0,0,1,0,0,70,0,0,0,151,2520,2517
15/03/2020,15,137,185,32,0,0,4,0,1450,1518,0,79,75,0,881,871,48,84,38,0,0,0,0,0,1,0,0,0,0,9,32,0,0,0,0,0,1,0,0,70,0,0,0,185,2688,2642
15/03/2020,16,137,124,-6,0,0,5,0,1450,1320,32,79,44,0,398,537,48,84,39,0,0,0,0,0,1,0,0,0,0,9,35,0,0,0,0,0,1,0,0,1,0,0,0,217,2144,1977
15/03/2020,17,11,0,0,0,0,5,0,1450,1320,30,96,64,0,432,558,9,84,76,0,0,0,0,0,1,0,0,0,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,50,2071,2061
15/03/2020,18,12,0,-7,0,0,5,0,1450,1178,11,76,65,0,438,668,229,84,-138,0,0,0,0,0,1,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,252,2057,1813
15/03/2020,19,0,112,96,0,0,5,0,1450,1430,57,82,27,0,585,565,237,84,-141,0,0,0,0,0,1,0,0,0,0,9,42,0,0,0,0,0,0,0,0,0,0,0,0,294,2322,2025
15/03/2020,20,31,100,64,0,0,5,0,1450,1581,37,102,53,0,460,350,119,84,-47,0,0,0,0,0,1,0,0,0,0,9,46,0,0,0,0,0,0,0,0,0,0,0,0,187,2205,2053
15/03/2020,21,112,144,36,0,0,5,0,1450,1647,40,69,30,0,485,339,456,84,-369,0,0,0,0,0,1,0,0,0,0,9,44,0,0,0,0,0,0,0,0,0,0,0,0,608,2241,1733
15/03/2020,22,39,112,63,0,0,5,0,1450,1537,31,69,36,0,375,305,1035,84,-916,0,0,0,0,0,1,0,0,0,0,9,46,0,0,0,0,0,1,0,0,67,0,0,0,1105,2099,1145
15/03/2020,23,17,100,75,0,0,5,0,1400,1507,33,69,37,0,375,281,392,84,-328,0,0,0,0,0,1,0,0,0,0,9,45,0,0,0,0,0,1,0,0,70,0,0,0,442,2037,1694
15/03/2020,24,9,116,62,0,0,5,0,1450,1598,8,68,53,0,500,371,450,100,-358,0,0,0,0,0,1,0,0,0,0,9,49,0,0,0,0,0,1,0,0,70,0,0,0,467,2243,1852
16/03/2020,1,76,138,64,0,0,4,0,1450,1536,65,49,-9,0,810,749,833,100,-709,0,0,0,0,0,1,0,0,0,0,9,48,0,0,0,0,0,1,0,0,70,0,0,0,974,2556,1755
16/03/2020,2,54,203,108,0,0,4,0,1450,1529,90,68,-18,0,835,797,625,97,-522,0,0,0,0,0,1,0,0,0,0,9,49,0,0,0,0,0,1,0,0,70,0,0,0,769,2662,2019
16/03/2020,3,64,215,140,0,0,4,0,1400,1490,105,68,-33,0,785,734,396,100,-294,0,0,0,0,0,1,0,0,0,0,9,46,0,0,0,0,0,1,0,0,70,0,0,0,565,2577,2159
16/03/2020,4,65,209,150,0,0,4,0,1450,1582,105,68,-39,0,785,753,139,115,-163,0,0,0,0,0,1,0,0,0,0,9,33,0,0,0,0,0,1,0,0,70,0,0,0,309,2636,2392
16/03/2020,5,117,236,123,0,0,4,0,1450,1562,115,88,-27,0,850,729,509,119,-383,0,0,0,0,0,1,0,0,0,0,9,50,0,0,0,0,0,1,0,0,70,0,0,0,741,2752,2130
16/03/2020,6,146,125,-6,0,0,5,0,1450,1284,0,68,69,0,716,918,569,122,-437,0,0,0,0,0,1,0,0,0,0,9,27,0,0,0,0,0,1,0,0,1,0,0,0,715,2490,1863
16/03/2020,7,112,133,23,0,0,5,0,1450,1166,50,69,68,0,475,663,359,122,-235,0,0,0,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,1,0,0,0,521,2258,1724
16/03/2020,8,45,110,58,0,0,5,0,1450,1502,105,49,-48,0,350,243,309,122,-188,0,0,0,0,0,1,0,0,0,0,9,25,0,0,0,0,0,1,0,0,1,0,0,0,459,2090,1600
16/03/2020,9,45,178,129,0,0,4,0,1450,1576,130,74,-55,0,610,389,309,122,-181,0,0,0,0,0,1,0,0,0,0,9,20,0,0,0,0,0,1,0,0,1,0,0,0,484,2443,1885
16/03/2020,10,13,181,176,0,0,4,0,1450,1623,154,74,-79,0,600,334,9,122,105,0,0,0,0,0,1,0,0,0,0,9,18,0,0,0,0,0,1,0,0,1,0,0,0,176,2436,2184
16/03/2020,11,37,203,176,0,0,4,0,1450,1656,154,74,-81,0,911,583,171,122,-53,0,0,0,0,0,1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,1,0,0,0,362,2769,2305
16/03/2020,12,83,134,57,0,0,4,0,800,1136,14,49,30,0,524,185,209,122,-87,0,0,0,0,0,1,0,0,0,0,9,13,0,0,0,0,0,1,0,0,1,0,0,0,306,1638,1341
16/03/2020,13,94,182,74,0,0,4,85,885,1142,0,69,63,0,761,369,9,122,98,0,0,0,0,0,1,0,0,0,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,188,2028,1765
16/03/2020,14,92,183,84,0,0,3,0,1400,1386,22,94,71,0,535,413,88,122,19,0,0,0,0,0,1,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,202,2343,1990
16/03/2020,15,96,182,92,0,0,3,0,1450,1416,22,94,70,0,576,534,857,122,-718,0,0,0,0,0,1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,0,0,0,0,975,2433,1416
16/03/2020,16,93,187,93,0,0,3,0,1450,1292,24,94,70,0,431,500,1075,122,-927,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,1192,2293,1043
16/03/2020,17,88,175,98,0,0,3,0,1450,1209,24,94,71,0,375,503,402,122,-295,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,514,2225,1601
16/03/2020,18,18,180,149,0,0,4,0,1450,1204,80,74,0,0,475,691,488,122,-371,0,0,0,0,0,1,0,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0,586,2310,1689
16/03/2020,19,0,119,112,0,0,4,0,1450,1298,93,69,-24,0,419,546,984,122,-845,0,0,0,0,0,1,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,1077,2188,1105
16/03/2020,20,0,78,86,0,0,4,0,1367,1439,0,66,58,0,623,506,1122,122,-971,0,0,0,0,0,1,0,0,0,0,9,16,0,0,0,0,0,1,0,0,0,0,0,0,1122,2265,1140
16/03/2020,21,0,107,100,0,0,4,0,1450,1489,78,49,-26,0,375,267,305,122,-194,0,0,0,0,0,1,0,0,0,0,9,13,0,0,0,0,0,1,0,0,0,0,0,0,383,2112,1655
16/03/2020,22,0,147,126,0,0,5,0,1450,1550,20,69,45,0,308,195,48,122,72,0,0,0,0,0,1,0,0,0,0,9,12,0,0,0,0,0,1,0,0,0,0,0,0,68,2105,2007
16/03/2020,23,28,150,116,0,0,5,0,1390,1479,65,69,2,0,375,322,48,124,72,0,0,0,0,0,1,0,0,0,0,9,16,0,0,0,0,0,1,0,0,66,0,0,0,141,2117,2080
16/03/2020,24,50,133,79,0,0,4,0,1419,1398,8,68,54,0,430,497,48,97,51,0,0,0,0,0,1,0,0,0,0,9,19,0,0,0,0,0,1,0,0,70,0,0,0,106,2156,2174
17/03/2020,1,18,124,110,0,0,4,0,1450,1490,130,68,-54,0,760,721,9,97,87,0,0,0,0,0,1,0,0,0,0,9,17,0,0,0,0,0,1,0,0,70,0,0,0,157,2508,2447
17/03/2020,2,9,100,77,0,0,4,0,1450,1365,54,78,17,0,613,701,9,97,88,0,0,0,0,0,1,0,0,0,0,9,-7,0,0,0,0,0,1,0,0,70,0,0,0,72,2347,2317
17/03/2020,3,9,44,52,0,0,4,0,1450,1404,49,108,59,0,937,957,9,97,87,0,0,0,0,0,1,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,69,0,0,0,67,2645,2620
17/03/2020,4,9,61,53,0,0,4,0,1450,1439,18,79,56,0,922,956,9,56,47,0,0,0,0,0,0,0,0,0,0,9,-20,0,0,0,0,0,2,0,0,70,0,0,0,36,2577,2607
17/03/2020,5,54,192,122,0,0,4,0,1450,1481,92,69,-24,0,976,1001,48,56,-12,0,0,0,0,0,0,0,0,0,0,9,-15,0,0,0,0,0,2,0,0,70,0,0,0,194,2752,2629
17/03/2020,6,54,192,141,0,0,5,0,1450,1290,95,79,-12,0,778,876,513,56,-453,0,0,0,0,0,1,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,70,0,0,0,662,2564,1904
17/03/2020,7,83,192,125,0,0,5,0,1450,1316,23,75,51,0,618,663,102,56,-165,0,0,0,0,0,1,0,0,0,0,70,44,0,0,0,0,0,1,0,0,69,0,0,0,208,2461,2110
17/03/2020,8,136,124,65,0,0,5,0,1450,1298,32,69,39,0,607,655,399,56,-331,0,0,0,0,0,1,0,0,0,0,70,40,0,0,0,0,0,1,0,0,70,0,0,0,567,2376,1843
17/03/2020,9,144,110,66,0,0,5,0,1450,1208,27,69,42,0,657,701,258,56,-201,0,0,0,0,0,1,0,0,0,0,70,39,0,0,0,0,0,1,0,0,70,0,0,0,429,2412,1932
17/03/2020,10,111,100,1,0,0,5,0,1450,1238,25,69,44,0,643,865,84,56,-42,0,0,0,0,0,1,0,0,0,0,70,35,0,0,0,0,0,1,0,0,70,0,0,0,220,2388,2218
17/03/2020,11,90,147,19,0,0,5,0,1450,1237,48,69,17,0,741,870,133,56,-79,0,0,0,0,0,1,0,0,0,0,70,36,0,0,0,0,0,1,0,0,69,0,0,0,271,2533,2176
17/03/2020,12,100,213,80,0,0,4,0,1450,1470,18,69,32,0,666,721,48,56,-39,0,0,0,0,0,0,0,0,0,0,70,42,0,0,0,0,0,0,0,0,70,0,0,0,166,2524,2380
17/03/2020,13,85,129,50,0,0,4,0,1450,1632,52,69,19,0,782,610,48,56,-39,0,0,0,0,0,0,0,0,0,0,70,42,0,0,0,0,0,1,0,0,70,0,0,0,185,2556,2389
17/03/2020,14,45,213,145,0,0,4,0,1450,1502,74,69,-6,0,916,889,48,56,-36,0,0,0,0,0,0,0,0,0,0,70,40,0,0,0,0,0,1,0,0,70,0,0,0,167,2774,2609
17/03/2020,15,45,187,134,0,0,4,0,1450,1349,98,94,-4,0,916,964,48,56,-36,0,0,0,0,0,0,0,0,0,0,70,38,0,0,0,0,0,1,0,0,69,0,0,0,191,2773,2519
17/03/2020,16,45,110,77,0,0,4,0,1450,1232,105,94,-7,0,590,810,48,56,-36,0,0,0,0,0,1,0,0,0,0,70,35,0,0,0,0,0,1,0,0,0,0,0,0,198,2370,2117
17/03/2020,17,45,128,66,0,0,4,0,1450,1387,11,94,75,0,831,883,48,56,-42,0,0,0,0,0,1,0,0,0,0,9,-3,0,0,0,0,0,1,0,0,0,0,0,0,104,2568,2372
17/03/2020,18,25,110,75,0,0,4,0,1450,1328,0,69,63,0,655,750,348,56,-296,0,0,0,0,0,1,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,0,0,0,0,373,2349,1920
17/03/2020,19,31,128,99,0,0,4,0,1450,1425,0,69,68,0,976,945,948,56,-859,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,1,0,0,0,0,0,0,979,2688,1686
17/03/2020,20,31,128,105,0,0,4,0,1450,1501,0,69,71,0,927,815,740,56,-673,0,0,0,0,0,1,0,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,771,2639,1828
17/03/2020,21,5,44,52,0,0,4,0,1450,1344,0,49,62,0,587,639,267,56,-218,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,0,272,2195,1891
17/03/2020,22,6,122,93,0,0,4,0,1450,1190,0,49,48,0,355,569,269,56,-207,0,0,0,0,0,1,0,0,0,0,9,6,0,0,0,0,0,1,0,0,67,0,0,0,275,2041,1772
17/03/2020,23,26,122,77,0,0,4,0,1450,1256,0,69,65,0,405,628,151,58,-98,0,0,0,0,0,1,0,0,0,0,9,40,0,0,0,0,0,1,0,0,70,0,0,0,177,2113,2044
17/03/2020,24,0,110,50,0,0,4,0,1450,1163,0,57,52,0,240,579,241,56,-180,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,70,0,0,0,241,1922,1774
18/03/2020,1,0,56,70,0,0,4,0,1362,1227,0,101,99,0,300,403,48,56,-7,0,0,0,0,0,1,0,0,0,0,9,38,0,0,0,0,0,1,0,0,70,0,0,0,48,1884,1906
18/03/2020,2,0,64,74,0,0,4,0,1348,1140,0,103,104,0,150,330,48,57,0,0,0,0,0,0,1,0,0,0,0,9,37,0,0,0,0,0,1,0,0,70,0,0,0,48,1731,1761
18/03/2020,3,9,56,61,0,0,5,0,1291,1205,0,105,110,0,385,448,48,57,0,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,70,0,0,0,57,1903,1935
18/03/2020,4,9,44,49,0,0,5,0,1418,1169,0,100,99,0,64,329,48,57,-11,0,0,0,0,0,1,0,0,0,0,9,35,0,0,0,0,0,1,0,0,70,0,0,0,57,1692,1747
18/03/2020,5,54,110,57,0,0,5,0,1450,1422,0,69,69,0,579,634,536,57,-480,0,0,0,0,0,1,0,0,0,0,9,37,0,0,0,0,0,0,0,0,70,0,0,0,590,2274,1815
18/03/2020,6,107,208,92,0,0,5,0,1450,1285,0,49,45,0,404,555,728,57,-661,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,0,0,0,69,0,0,0,835,2177,1425
18/03/2020,7,95,194,104,0,0,5,0,1450,1627,0,49,51,0,475,213,665,58,-592,0,0,0,0,0,0,0,0,0,0,9,45,0,0,0,0,0,1,0,0,0,0,0,0,760,2235,1454
18/03/2020,8,94,110,23,0,0,5,0,1450,1620,0,49,49,0,302,-26,131,58,-85,0,0,0,0,0,0,0,0,0,0,9,44,0,0,0,0,0,0,0,0,0,0,0,0,225,1978,1630
18/03/2020,9,75,110,65,0,0,5,0,1450,1564,0,49,51,0,576,475,163,58,-100,0,0,0,0,0,0,0,0,0,0,9,41,0,0,0,0,0,1,0,0,0,0,0,0,238,2252,2102
18/03/2020,10,75,194,113,0,0,5,0,1450,1446,0,49,50,0,497,467,48,58,-1,0,0,0,0,0,0,0,0,0,0,9,40,0,0,0,0,0,1,0,0,0,0,0,0,123,2257,2121
18/03/2020,11,95,194,111,0,0,4,0,1450,1459,0,69,72,0,636,485,48,57,0,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,1,0,0,0,0,0,0,143,2415,2170
18/03/2020,12,87,206,109,0,0,4,0,1450,1750,0,49,52,0,576,285,48,58,0,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,1,0,0,0,0,0,0,135,2348,2236
18/03/2020,13,79,194,109,0,0,4,0,1450,1591,0,49,49,0,350,136,153,58,-102,0,0,0,0,0,0,0,0,0,0,9,36,0,0,0,0,0,1,0,0,0,0,0,0,232,2110,1824
18/03/2020,14,86,206,127,0,0,4,0,1450,1339,0,49,51,0,325,338,446,58,-373,0,0,0,0,0,0,0,0,0,0,9,40,0,0,0,0,0,1,0,0,0,0,0,0,532,2097,1527
18/03/2020,15,100,157,165,0,0,4,0,1450,1411,75,49,-11,0,410,301,212,58,-155,0,0,0,0,0,0,0,0,0,0,9,36,0,0,0,0,0,1,0,0,0,0,0,0,387,2133,1752
18/03/2020,16,208,175,39,0,0,4,0,1450,1499,0,69,69,0,364,253,48,58,-4,0,0,0,0,0,1,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,256,2125,1892
18/03/2020,17,100,110,-1,0,0,4,0,1450,1347,24,69,41,0,276,305,48,58,-1,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,0,0,0,0,172,1972,1731
18/03/2020,18,108,178,53,0,0,4,0,1386,1279,0,69,63,0,315,417,48,58,-1,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,0,0,0,0,156,2015,1853
18/03/2020,19,100,178,67,0,0,5,0,1450,1196,0,68,66,0,190,413,254,58,-201,0,0,0,0,0,1,0,0,0,0,9,36,0,0,0,0,0,1,0,0,0,0,0,0,354,1953,1584
18/03/2020,20,83,178,87,0,0,5,0,1450,1396,0,69,63,0,366,331,576,58,-498,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,0,0,0,0,659,2130,1420
18/03/2020,21,54,157,95,0,0,5,0,1450,1540,0,49,46,0,366,274,293,57,-240,0,0,0,0,0,1,0,0,0,0,9,32,0,0,0,0,0,1,0,0,0,0,0,0,347,2088,1754
18/03/2020,22,13,110,92,0,0,5,0,1450,1503,0,69,67,0,436,293,48,58,36,0,0,0,0,0,1,0,0,0,0,9,33,0,0,0,0,0,1,0,0,0,0,0,0,61,2132,2031
18/03/2020,23,0,135,122,0,0,5,0,1450,1325,0,30,32,0,290,396,48,56,38,0,0,0,0,0,1,0,0,0,0,9,32,0,0,0,0,0,1,0,0,88,0,0,0,48,1970,2040
18/03/2020,24,27,142,100,0,0,5,0,1450,1198,0,49,47,0,394,652,48,58,37,0,0,0,0,0,1,0,0,0,0,9,28,0,0,0,0,0,1,0,0,92,0,0,0,75,2102,2161
19/03/2020,1,54,205,150,0,0,4,0,1448,1280,38,49,14,0,385,564,48,58,38,0,0,0,0,0,1,0,0,0,0,9,31,0,0,0,0,0,1,0,0,92,0,0,0,140,2154,2175
19/03/2020,2,39,192,155,0,0,4,0,1450,1367,80,74,-8,0,360,460,48,58,37,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,70,0,0,0,167,2143,2114
19/03/2020,3,54,205,138,0,0,4,0,1450,1310,80,74,-10,0,510,599,48,58,38,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,71,0,0,0,182,2306,2177
19/03/2020,4,54,139,93,0,0,4,0,1450,1378,67,89,22,0,596,670,9,58,36,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,71,0,0,0,130,2341,2305
19/03/2020,5,65,205,123,0,0,5,0,1450,1521,65,49,-14,0,872,825,841,58,-762,0,0,0,0,0,1,0,0,0,0,9,30,0,0,0,0,0,0,0,0,71,0,0,0,971,2643,1800
19/03/2020,6,54,223,153,0,0,5,0,1450,1393,51,49,0,0,754,824,1093,58,-1007,0,0,0,0,0,1,0,0,0,0,9,31,0,0,0,0,0,0,0,0,71,0,0,0,1198,2543,1471
19/03/2020,7,115,110,16,0,0,5,0,1450,1317,0,74,75,0,555,644,377,58,-351,0,0,0,0,0,1,0,0,0,0,9,34,0,0,0,0,0,1,0,0,91,0,0,0,492,2256,1833
19/03/2020,8,30,110,68,0,0,5,0,1450,1234,0,69,66,0,475,603,796,58,-711,0,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,1,0,0,91,0,0,0,826,2171,1389
19/03/2020,9,6,110,88,0,0,5,0,1450,1334,0,39,36,0,253,307,541,58,-481,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,1,0,0,91,0,0,0,547,1919,1412
19/03/2020,10,17,110,105,0,0,5,0,1450,1319,0,49,47,0,75,133,454,58,-396,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0,1,0,0,91,0,0,0,471,1751,1335
19/03/2020,11,23,134,99,0,0,5,0,1450,1462,0,54,53,0,188,121,502,108,-390,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,91,0,0,0,525,1943,1470
19/03/2020,12,0,110,102,0,0,5,0,1400,1445,0,58,55,0,160,40,266,7,-261,0,0,0,0,0,0,0,0,0,0,9,27,0,0,0,0,0,1,0,0,91,0,0,0,266,1744,1505
19/03/2020,13,20,110,99,0,0,4,0,1450,1518,0,59,52,0,75,-54,230,18,-207,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,1,0,0,79,0,0,0,250,1721,1518
19/03/2020,14,100,110,23,0,0,4,0,1450,1507,25,49,25,0,75,-53,48,3,-49,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,1,0,0,70,0,0,0,173,1696,1550
19/03/2020,15,64,110,33,0,0,4,0,1450,1482,0,59,56,0,313,204,48,3,-46,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,1,0,0,70,0,0,0,112,1944,1826
19/03/2020,16,0,97,76,0,0,4,0,1450,1362,0,52,49,0,236,277,48,58,-1,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,1,0,0,0,0,0,0,48,1902,1790
19/03/2020,17,0,97,110,0,0,4,0,1450,1234,0,20,23,0,102,378,48,58,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,0,0,1,0,0,0,0,0,0,48,1736,1775
19/03/2020,18,43,187,129,0,0,4,0,1450,1388,0,20,16,0,351,467,48,58,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,1,0,0,0,0,0,0,91,2075,2034
19/03/2020,19,85,153,79,0,0,5,0,1450,1441,0,59,58,0,356,335,48,58,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,0,0,0,0,133,2085,1947
19/03/2020,20,19,0,-3,0,0,5,0,1450,1450,0,49,49,0,711,652,48,58,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,1,0,0,0,0,0,0,67,2277,2183
19/03/2020,21,66,140,72,0,0,5,0,1450,1366,25,37,10,0,711,735,48,117,81,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,1,0,0,86,0,0,0,139,2464,2384
