,\\Hourly Demand Report,,,
,\\Created at 2021-01-31 07:30:13,,,
,\\For 2020,,,
hour_ending,Date,Hour,Market Demand,Ontario Demand
2329,7/04/2020,2,14247,11375
2330,7/04/2020,3,14182,11302
2331,7/04/2020,4,14331,11488
2332,7/04/2020,5,14565,11946
2333,7/04/2020,6,15269,12708
2334,7/04/2020,7,15548,13047
2335,7/04/2020,8,16048,13273
2336,7/04/2020,9,15876,13099
2337,7/04/2020,10,16231,12947
2338,7/04/2020,11,16454,13025
2339,7/04/2020,12,16827,13393
2340,7/04/2020,13,16784,13360
2341,7/04/2020,14,16359,13138
2342,7/04/2020,15,16045,13092
2343,7/04/2020,16,16264,13580
2344,7/04/2020,17,17100,14478
2345,7/04/2020,18,17150,14807
2346,7/04/2020,19,17005,14716
2347,7/04/2020,20,16851,14591
2348,7/04/2020,21,16747,14064
2349,7/04/2020,22,15619,13201
2350,7/04/2020,23,15058,12481
2351,7/04/2020,24,14935,11875
2352,8/04/2020,1,14598,11579
2353,8/04/2020,2,14408,11418
2354,8/04/2020,3,14229,11319
2355,8/04/2020,4,14307,11283
2356,8/04/2020,5,13855,11427
2357,8/04/2020,6,15043,12420
2358,8/04/2020,7,16028,13404
2359,8/04/2020,8,16519,13941
2360,8/04/2020,9,16774,14188
2361,8/04/2020,10,16042,13860
2362,8/04/2020,11,16061,13863
2363,8/04/2020,12,16128,13814
2364,8/04/2020,13,15931,13347
2365,8/04/2020,14,15926,13023
2366,8/04/2020,15,15474,12786
2367,8/04/2020,16,15714,13034
2368,8/04/2020,17,16343,13762
2369,8/04/2020,18,16495,13952
2370,8/04/2020,19,16765,14452
2371,8/04/2020,20,16854,14550
2372,8/04/2020,21,16688,13994
2373,8/04/2020,22,15986,13205
2374,8/04/2020,23,15094,12368
2375,8/04/2020,24,14918,11811
2376,9/04/2020,1,14791,11457
2377,9/04/2020,2,14588,11196
2378,9/04/2020,3,14856,11054
2379,9/04/2020,4,14852,10978
2380,9/04/2020,5,15236,11400
2381,9/04/2020,6,15699,12383
2382,9/04/2020,7,16325,13196
2383,9/04/2020,8,16921,13772
2384,9/04/2020,9,17067,13745
2385,9/04/2020,10,16395,13207
2386,9/04/2020,11,16202,13152
2387,9/04/2020,12,16696,13294
2388,9/04/2020,13,16782,13146
2389,9/04/2020,14,16882,13069
2390,9/04/2020,15,16583,12873
2391,9/04/2020,16,16706,13163
2392,9/04/2020,17,16842,13609
2393,9/04/2020,18,16961,13884
2394,9/04/2020,19,17192,14210
2395,9/04/2020,20,17299,14454
2396,9/04/2020,21,17426,13996
2397,9/04/2020,22,16831,13308
2398,9/04/2020,23,16276,12541
2399,9/04/2020,24,15978,11968
2400,10/04/2020,1,15453,11535
2401,10/04/2020,2,15315,11278
2402,10/04/2020,3,15170,11127
2403,10/04/2020,4,15143,11095
2404,10/04/2020,5,15264,11241
2405,10/04/2020,6,15562,11537
2406,10/04/2020,7,15963,11925
2407,10/04/2020,8,16589,12287
2408,10/04/2020,9,16227,12309
2409,10/04/2020,10,16490,12192
2410,10/04/2020,11,16291,11989
2411,10/04/2020,12,16357,12029
2412,10/04/2020,13,15910,11835
2413,10/04/2020,14,15755,11754
2414,10/04/2020,15,15828,11842
2415,10/04/2020,16,16119,12349
2416,10/04/2020,17,17009,12981
2417,10/04/2020,18,17154,13354
2418,10/04/2020,19,16998,13709
2419,10/04/2020,20,17300,14174
2420,10/04/2020,21,17243,13900
2421,10/04/2020,22,16178,13228
2422,10/04/2020,23,15338,12405
2423,10/04/2020,24,15203,11918
2424,11/04/2020,1,14752,11475
2425,11/04/2020,2,14944,11332
2426,11/04/2020,3,14979,11294
2427,11/04/2020,4,15035,11392
2428,11/04/2020,5,14757,11473
2429,11/04/2020,6,14704,11814
2430,11/04/2020,7,14719,12075
2431,11/04/2020,8,14603,12099
2432,11/04/2020,9,14713,11856
2433,11/04/2020,10,15255,11783
2434,11/04/2020,11,15685,11865
2435,11/04/2020,12,15955,12030
2436,11/04/2020,13,15555,11918
2437,11/04/2020,14,15775,11839
2438,11/04/2020,15,15883,12025
2439,11/04/2020,16,16087,12437
2440,11/04/2020,17,16010,12961
2441,11/04/2020,18,16228,13354
2442,11/04/2020,19,16105,13570
2443,11/04/2020,20,16401,13955
2444,11/04/2020,21,16140,13452
2445,11/04/2020,22,15529,12652
2446,11/04/2020,23,15494,11929
2447,11/04/2020,24,15378,11339
2448,12/04/2020,1,14981,11006
2449,12/04/2020,2,14820,10810
2450,12/04/2020,3,14687,10648
2451,12/04/2020,4,14478,10564
2452,12/04/2020,5,14913,10953
2453,12/04/2020,6,15230,11311
2454,12/04/2020,7,15608,11760
2455,12/04/2020,8,15605,12085
2456,12/04/2020,9,15346,12479
2457,12/04/2020,10,16012,12909
2458,12/04/2020,11,16035,13272
2459,12/04/2020,12,15917,13322
2460,12/04/2020,13,15596,12965
2461,12/04/2020,14,15416,12838
2462,12/04/2020,15,15518,12678
2463,12/04/2020,16,16103,13128
2464,12/04/2020,17,16299,13574
2465,12/04/2020,18,16571,13715
2466,12/04/2020,19,15641,13349
2467,12/04/2020,20,16187,13478
2468,12/04/2020,21,15694,12929
2469,12/04/2020,22,15530,12160
2470,12/04/2020,23,15149,11450
2471,12/04/2020,24,14980,11043
2472,13/04/2020,1,14737,10862
2473,13/04/2020,2,14361,10624
2474,13/04/2020,3,14362,10578
2475,13/04/2020,4,14497,10783
2476,13/04/2020,5,14856,11089
2477,13/04/2020,6,15739,11922
2478,13/04/2020,7,16107,12688
2479,13/04/2020,8,16739,13369
2480,13/04/2020,9,16898,13667
2481,13/04/2020,10,17770,13961
2482,13/04/2020,11,17910,13846
2483,13/04/2020,12,17788,13958
2484,13/04/2020,13,18067,13863
2485,13/04/2020,14,18040,13737
2486,13/04/2020,15,18006,13772
2487,13/04/2020,16,18495,14168
2488,13/04/2020,17,18756,14474
2489,13/04/2020,18,18726,14451
2490,13/04/2020,19,18360,14501
2491,13/04/2020,20,18442,14659
2492,13/04/2020,21,18011,14137
2493,13/04/2020,22,17186,13527
2494,13/04/2020,23,16433,12636
2495,13/04/2020,24,16040,12022
2496,14/04/2020,1,15647,11689
2497,14/04/2020,2,15580,11626
2498,14/04/2020,3,15709,11705
2499,14/04/2020,4,15822,11958
2500,14/04/2020,5,15335,12166
2501,14/04/2020,6,15567,12976
2502,14/04/2020,7,15923,13594
2503,14/04/2020,8,15974,13615
2504,14/04/2020,9,15925,13306
2505,14/04/2020,10,16140,13161
2506,14/04/2020,11,16230,13079
2507,14/04/2020,12,16726,13279
2508,14/04/2020,13,16787,13178
2509,14/04/2020,14,17165,13219
2510,14/04/2020,15,17394,13322
2511,14/04/2020,16,17370,13623
2512,14/04/2020,17,17602,14276
2513,14/04/2020,18,17407,14478
2514,14/04/2020,19,17442,14755
2515,14/04/2020,20,17730,15022
2516,14/04/2020,21,17626,14786
2517,14/04/2020,22,16418,13993
2518,14/04/2020,23,15806,13336
2519,14/04/2020,24,16013,12845
2520,15/04/2020,1,15773,12360
2521,15/04/2020,2,15355,12148
2522,15/04/2020,3,15442,12070
2523,15/04/2020,4,14836,12173
2524,15/04/2020,5,14782,12574
2525,15/04/2020,6,15438,13295
2526,15/04/2020,7,15790,13848
2527,15/04/2020,8,16149,14030
2528,15/04/2020,9,16215,13908
2529,15/04/2020,10,15986,13751
2530,15/04/2020,11,16471,14027
2531,15/04/2020,12,16646,14182
2532,15/04/2020,13,16538,14184
2533,15/04/2020,14,16287,14054
2534,15/04/2020,15,16052,13848
2535,15/04/2020,16,16318,14178
2536,15/04/2020,17,16987,14866
2537,15/04/2020,18,16736,14927
2538,15/04/2020,19,17245,15153
2539,15/04/2020,20,17201,15350
2540,15/04/2020,21,16749,14983
2541,15/04/2020,22,16323,14432
2542,15/04/2020,23,15854,13691
2543,15/04/2020,24,15204,12869
2544,16/04/2020,1,14882,12474
2545,16/04/2020,2,14703,12218
2546,16/04/2020,3,14755,12135
2547,16/04/2020,4,14858,12279
2548,16/04/2020,5,15196,12723
2549,16/04/2020,6,15612,13441
2550,16/04/2020,7,16034,14047
2551,16/04/2020,8,16411,14129
2552,16/04/2020,9,16025,13570
2553,16/04/2020,10,15917,13318
2554,16/04/2020,11,16496,13775
2555,16/04/2020,12,16950,14066
2556,16/04/2020,13,16561,13913
2557,16/04/2020,14,16753,13882
2558,16/04/2020,15,16682,13679
2559,16/04/2020,16,16709,13878
2560,16/04/2020,17,16960,14402
2561,16/04/2020,18,17008,14556
2562,16/04/2020,19,17314,14883
2563,16/04/2020,20,17719,15340
2564,16/04/2020,21,17039,14989
2565,16/04/2020,22,16679,14095
2566,16/04/2020,23,15949,13297
2567,16/04/2020,24,15973,12762
2568,17/04/2020,1,15729,12450
2569,17/04/2020,2,15153,12236
2570,17/04/2020,3,14963,12107
2571,17/04/2020,4,14848,12178
2572,17/04/2020,5,15064,12552
2573,17/04/2020,6,16016,13375
2574,17/04/2020,7,16584,13984
2575,17/04/2020,8,16478,14205
2576,17/04/2020,9,16437,14058
2577,17/04/2020,10,16334,14196
2578,17/04/2020,11,15928,14017
2579,17/04/2020,12,16133,14009
2580,17/04/2020,13,16548,13796
2581,17/04/2020,14,16345,13558
2582,17/04/2020,15,16279,13456
2583,17/04/2020,16,16683,13917
2584,17/04/2020,17,16936,14645
2585,17/04/2020,18,17626,14939
2586,17/04/2020,19,17470,14973
2587,17/04/2020,20,17223,15105
2588,17/04/2020,21,16785,14738
2589,17/04/2020,22,16023,14010
2590,17/04/2020,23,15591,13212
2591,17/04/2020,24,15254,12548
2592,18/04/2020,1,14870,12164
2593,18/04/2020,2,14765,11946
2594,18/04/2020,3,14708,11822
2595,18/04/2020,4,14606,11857
2596,18/04/2020,5,14660,12042
2597,18/04/2020,6,15015,12379
2598,18/04/2020,7,14926,12479
2599,18/04/2020,8,14874,12395
2600,18/04/2020,9,15073,12111
2601,18/04/2020,10,15316,12013
2602,18/04/2020,11,15315,12008
2603,18/04/2020,12,15395,12044
2604,18/04/2020,13,15325,11896
2605,18/04/2020,14,15285,11791
2606,18/04/2020,15,15450,11814
2607,18/04/2020,16,15648,12022
2608,18/04/2020,17,16367,12657
2609,18/04/2020,18,16552,13048
2610,18/04/2020,19,16742,13331
2611,18/04/2020,20,17142,13752
2612,18/04/2020,21,17130,13449
2613,18/04/2020,22,16785,12861
2614,18/04/2020,23,15776,12117
2615,18/04/2020,24,15256,11492
2616,19/04/2020,1,14590,11086
2617,19/04/2020,2,14353,10809
2618,19/04/2020,3,14083,10659
2619,19/04/2020,4,14193,10682
2620,19/04/2020,5,14339,10797
2621,19/04/2020,6,14595,11033
2622,19/04/2020,7,14755,11241
2623,19/04/2020,8,15147,11581
2624,19/04/2020,9,15753,12059
2625,19/04/2020,10,16322,12531
2626,19/04/2020,11,16613,13402
2627,19/04/2020,12,16324,13454
2628,19/04/2020,13,15685,12976
2629,19/04/2020,14,15288,12733
2630,19/04/2020,15,15858,12700
2631,19/04/2020,16,16303,13215
2632,19/04/2020,17,16769,13727
2633,19/04/2020,18,16756,13613
2634,19/04/2020,19,16438,13599
2635,19/04/2020,20,16910,13942
2636,19/04/2020,21,16920,13710
2637,19/04/2020,22,16440,13208
2638,19/04/2020,23,15923,12790
2639,19/04/2020,24,15653,12357
2640,20/04/2020,1,14710,12086
2641,20/04/2020,2,14336,11927
2642,20/04/2020,3,14362,11951
2643,20/04/2020,4,14450,12098
2644,20/04/2020,5,14804,12495
2645,20/04/2020,6,15322,13012
2646,20/04/2020,7,15593,13428
2647,20/04/2020,8,15922,13485
2648,20/04/2020,9,16109,13139
2649,20/04/2020,10,16340,13069
2650,20/04/2020,11,16222,13192
2651,20/04/2020,12,16255,13171
2652,20/04/2020,13,16041,13004
2653,20/04/2020,14,15733,12695
2654,20/04/2020,15,15874,12611
2655,20/04/2020,16,15992,12877
2656,20/04/2020,17,16852,13673
2657,20/04/2020,18,17321,13979
2658,20/04/2020,19,17573,14256
2659,20/04/2020,20,17768,14536
2660,20/04/2020,21,17251,13990
2661,20/04/2020,22,16292,13287
2662,20/04/2020,23,15439,12468
2663,20/04/2020,24,14793,11755
2664,21/04/2020,1,14353,11389
2665,21/04/2020,2,14160,11254
2666,21/04/2020,3,14065,11135
2667,21/04/2020,4,14303,11230
2668,21/04/2020,5,14629,11569
2669,21/04/2020,6,15492,12437
2670,21/04/2020,7,16066,13129
2671,21/04/2020,8,16970,13651
2672,21/04/2020,9,16639,13626
2673,21/04/2020,10,16553,13622
2674,21/04/2020,11,16395,13712
2675,21/04/2020,12,16582,13775
2676,21/04/2020,13,16715,13674
2677,21/04/2020,14,16425,13647
2678,21/04/2020,15,16246,13626
2679,21/04/2020,16,16653,14105
2680,21/04/2020,17,17550,14740
2681,21/04/2020,18,17548,14772
2682,21/04/2020,19,17584,14991
2683,21/04/2020,20,18063,15211
2684,21/04/2020,21,17949,15008
2685,21/04/2020,22,17770,14308
2686,21/04/2020,23,17224,13489
2687,21/04/2020,24,16712,12954
2688,22/04/2020,1,16422,12517
2689,22/04/2020,2,16324,12247
2690,22/04/2020,3,16063,12187
2691,22/04/2020,4,15567,12313
2692,22/04/2020,5,15552,12737
2693,22/04/2020,6,16144,13414
2694,22/04/2020,7,16427,13907
2695,22/04/2020,8,16636,14058
2696,22/04/2020,9,16376,13664
2697,22/04/2020,10,15991,13476
2698,22/04/2020,11,16382,13554
2699,22/04/2020,12,16408,13674
2700,22/04/2020,13,16284,13580
2701,22/04/2020,14,16244,13432
2702,22/04/2020,15,16063,13241
2703,22/04/2020,16,16219,13583
2704,22/04/2020,17,16362,14121
2705,22/04/2020,18,16145,14460
2706,22/04/2020,19,16105,14744
2707,22/04/2020,20,16656,15099
2708,22/04/2020,21,16858,14989
2709,22/04/2020,22,16385,14219
2710,22/04/2020,23,15578,13347
2711,22/04/2020,24,14863,12704
2712,23/04/2020,1,14907,12501
2713,23/04/2020,2,14522,12301
2714,23/04/2020,3,14702,12182
2715,23/04/2020,4,14851,12272
2716,23/04/2020,5,15362,12544
2717,23/04/2020,6,15944,13148
2718,23/04/2020,7,16332,13664
2719,23/04/2020,8,16521,13843
2720,23/04/2020,9,16422,13724
2721,23/04/2020,10,16496,13638
2722,23/04/2020,11,16284,13596
2723,23/04/2020,12,16758,13885
2724,23/04/2020,13,16514,13730
2725,23/04/2020,14,16222,13247
2726,23/04/2020,15,15785,13097
2727,23/04/2020,16,15978,13538
2728,23/04/2020,17,16625,14358
2729,23/04/2020,18,17147,14712
2730,23/04/2020,19,17391,14903
2731,23/04/2020,20,17467,15098
2732,23/04/2020,21,16605,14581
2733,23/04/2020,22,16159,13673
2734,23/04/2020,23,15697,12866
2735,23/04/2020,24,15009,12211
2736,24/04/2020,1,14901,11886
2737,24/04/2020,2,14805,11755
2738,24/04/2020,3,14796,11753
2739,24/04/2020,4,14541,11745
2740,24/04/2020,5,15075,12020
2741,24/04/2020,6,15583,12801
2742,24/04/2020,7,16308,13399
2743,24/04/2020,8,16651,13919
2744,24/04/2020,9,16999,14171
2745,24/04/2020,10,17073,14159
2746,24/04/2020,11,16565,13914
2747,24/04/2020,12,16468,13838
2748,24/04/2020,13,16583,13659
2749,24/04/2020,14,16605,13547
2750,24/04/2020,15,16662,13432
2751,24/04/2020,16,16668,13777
2752,24/04/2020,17,16860,14186
2753,24/04/2020,18,16397,14310
2754,24/04/2020,19,16442,14377
2755,24/04/2020,20,16131,14488
2756,24/04/2020,21,16382,14231
2757,24/04/2020,22,15813,13481
2758,24/04/2020,23,15246,12725
2759,24/04/2020,24,14548,12081
2760,25/04/2020,1,14071,11760
2761,25/04/2020,2,13799,11436
2762,25/04/2020,3,13978,11364
2763,25/04/2020,4,14039,11458
2764,25/04/2020,5,13902,11576
2765,25/04/2020,6,14109,11742
2766,25/04/2020,7,14196,11906
2767,25/04/2020,8,14232,11804
2768,25/04/2020,9,14023,11456
2769,25/04/2020,10,14137,11342
2770,25/04/2020,11,13979,11336
2771,25/04/2020,12,14105,11371
2772,25/04/2020,13,13898,11231
2773,25/04/2020,14,14085,11071
2774,25/04/2020,15,13974,11045
2775,25/04/2020,16,13970,11479
2776,25/04/2020,17,14899,12203
2777,25/04/2020,18,15460,12817
2778,25/04/2020,19,15679,13059
2779,25/04/2020,20,15691,13414
2780,25/04/2020,21,15632,13113
2781,25/04/2020,22,15632,12462
2782,25/04/2020,23,14561,11670
2783,25/04/2020,24,14283,11051
2784,26/04/2020,1,13658,10688
2785,26/04/2020,2,13886,10446
2786,26/04/2020,3,13878,10379
2787,26/04/2020,4,13924,10415
2788,26/04/2020,5,14060,10464
2789,26/04/2020,6,14206,10587
2790,26/04/2020,7,14323,10939
2791,26/04/2020,8,15123,11424
2792,26/04/2020,9,15162,11836
2793,26/04/2020,10,14677,11986
2794,26/04/2020,11,15035,12195
2795,26/04/2020,12,15536,12338
2796,26/04/2020,13,15723,12223
2797,26/04/2020,14,15925,12150
2798,26/04/2020,15,15819,12207
2799,26/04/2020,16,16224,12611
2800,26/04/2020,17,16665,13244
2801,26/04/2020,18,16969,13399
2802,26/04/2020,19,16850,13566
2803,26/04/2020,20,16629,13801
2804,26/04/2020,21,16366,13568
2805,26/04/2020,22,15654,12916
2806,26/04/2020,23,15051,12245
2807,26/04/2020,24,14216,11701
2808,27/04/2020,1,13886,11297
2809,27/04/2020,2,13918,11163
2810,27/04/2020,3,13774,11112
2811,27/04/2020,4,13779,11254
2812,27/04/2020,5,13818,11545
2813,27/04/2020,6,14071,12167
2814,27/04/2020,7,14968,12776
2815,27/04/2020,8,14997,13070
2816,27/04/2020,9,14808,12802
2817,27/04/2020,10,15081,12572
2818,27/04/2020,11,14772,12451
2819,27/04/2020,12,14709,12391
2820,27/04/2020,13,14950,12354
2821,27/04/2020,14,14981,12213
2822,27/04/2020,15,15351,12276
2823,27/04/2020,16,15287,12667
2824,27/04/2020,17,15452,13173
2825,27/04/2020,18,15911,13400
2826,27/04/2020,19,16067,13665
2827,27/04/2020,20,16234,13973
2828,27/04/2020,21,15955,13776
2829,27/04/2020,22,15747,13142
2830,27/04/2020,23,15228,12343
2831,27/04/2020,24,14475,11433
2832,28/04/2020,1,13722,11111
2833,28/04/2020,2,14167,10863
2834,28/04/2020,3,14754,10833
2835,28/04/2020,4,14795,10832
2836,28/04/2020,5,14949,11225
2837,28/04/2020,6,15040,11987
2838,28/04/2020,7,15713,12770
2839,28/04/2020,8,16129,13197
2840,28/04/2020,9,15830,13218
2841,28/04/2020,10,15983,13401
2842,28/04/2020,11,15881,13512
2843,28/04/2020,12,15904,13658
2844,28/04/2020,13,15312,13041
2845,28/04/2020,14,15138,12711
2846,28/04/2020,15,15287,12745
2847,28/04/2020,16,15607,13079
2848,28/04/2020,17,15793,13573
2849,28/04/2020,18,16193,13659
2850,28/04/2020,19,16253,13673
2851,28/04/2020,20,16295,13873
2852,28/04/2020,21,16299,13535
2853,28/04/2020,22,15825,12670
2854,28/04/2020,23,15718,11908
2855,28/04/2020,24,15340,11291
2856,29/04/2020,1,15248,11016
2857,29/04/2020,2,14988,10733
2858,29/04/2020,3,14824,10629
2859,29/04/2020,4,14734,10737
2860,29/04/2020,5,15129,11060
2861,29/04/2020,6,15309,11632
2862,29/04/2020,7,16024,12290
2863,29/04/2020,8,15645,12918
2864,29/04/2020,9,15583,13167
2865,29/04/2020,10,15879,13451
2866,29/04/2020,11,16089,13602
2867,29/04/2020,12,16350,13769
2868,29/04/2020,13,16470,13653
2869,29/04/2020,14,16765,13676
2870,29/04/2020,15,16805,13612
2871,29/04/2020,16,17232,13912
2872,29/04/2020,17,18253,14634
2873,29/04/2020,18,17864,14235
2874,29/04/2020,19,17349,14029
2875,29/04/2020,20,17287,14093
2876,29/04/2020,21,16713,13642
2877,29/04/2020,22,16433,12869
2878,29/04/2020,23,15727,12140
2879,29/04/2020,24,15239,11591
2880,30/04/2020,1,14280,11071
2881,30/04/2020,2,14019,10866
2882,30/04/2020,3,14165,10849
2883,30/04/2020,4,14262,10838
2884,30/04/2020,5,14788,11054
2885,30/04/2020,6,15092,11706
2886,30/04/2020,7,16009,12592
2887,30/04/2020,8,16175,13411
2888,30/04/2020,9,16469,13839
2889,30/04/2020,10,16383,14240
2890,30/04/2020,11,16899,14478
2891,30/04/2020,12,16749,14565
2892,30/04/2020,13,16266,14160
2893,30/04/2020,14,15705,13854
2894,30/04/2020,15,16025,13757
2895,30/04/2020,16,16155,13874
2896,30/04/2020,17,16265,14094
2897,30/04/2020,18,16433,14031
2898,30/04/2020,19,16210,13991
2899,30/04/2020,20,15988,14121
2900,30/04/2020,21,15992,13846
2901,30/04/2020,22,15111,13001
2902,30/04/2020,23,14402,12106
2903,30/04/2020,24,14110,11404
2904,1/05/2020,1,14117,11017
2905,1/05/2020,2,14190,10664
2906,1/05/2020,3,14240,10554
2907,1/05/2020,4,14458,10701
2908,1/05/2020,5,14447,10930
2909,1/05/2020,6,14370,11511
2910,1/05/2020,7,14930,12164
2911,1/05/2020,8,15456,12670
2912,1/05/2020,9,15544,12925
2913,1/05/2020,10,15927,12976
2914,1/05/2020,11,15582,12802
2915,1/05/2020,12,15112,12726
2916,1/05/2020,13,15402,12419
2917,1/05/2020,14,15468,12065
2918,1/05/2020,15,14977,11679
2919,1/05/2020,16,15210,11775
2920,1/05/2020,17,15791,12414
2921,1/05/2020,18,15868,12877
2922,1/05/2020,19,15583,13246
2923,1/05/2020,20,15913,13588
2924,1/05/2020,21,15624,13417
2925,1/05/2020,22,15725,12885
2926,1/05/2020,23,15308,12128
2927,1/05/2020,24,14804,11498
2928,2/05/2020,1,13985,10904
2929,2/05/2020,2,13997,10650
2930,2/05/2020,3,13853,10502
2931,2/05/2020,4,14089,10460
2932,2/05/2020,5,14068,10528
2933,2/05/2020,6,14214,10638
2934,2/05/2020,7,14459,10843
2935,2/05/2020,8,14510,10966
2936,2/05/2020,9,14430,11085
2937,2/05/2020,10,14753,11278
2938,2/05/2020,11,15332,11610
2939,2/05/2020,12,15647,11837
2940,2/05/2020,13,15037,11472
2941,2/05/2020,14,15069,11593
2942,2/05/2020,15,15771,11939
2943,2/05/2020,16,16371,12507
2944,2/05/2020,17,16900,13174
2945,2/05/2020,18,16840,13325
2946,2/05/2020,19,16450,13282
2947,2/05/2020,20,16441,13282
2948,2/05/2020,21,16010,12724
2949,2/05/2020,22,15512,12034
2950,2/05/2020,23,14887,11374
2951,2/05/2020,24,14686,10946
2952,3/05/2020,1,14531,10654
2953,3/05/2020,2,14127,10405
2954,3/05/2020,3,14093,10402
2955,3/05/2020,4,13963,10396
2956,3/05/2020,5,13311,10364
2957,3/05/2020,6,13534,10329
2958,3/05/2020,7,13268,10421
2959,3/05/2020,8,14018,10606
2960,3/05/2020,9,14193,10643
2961,3/05/2020,10,14467,10799
2962,3/05/2020,11,14711,10985
2963,3/05/2020,12,14957,10947
2964,3/05/2020,13,14726,10776
2965,3/05/2020,14,14530,10683
2966,3/05/2020,15,14612,10751
2967,3/05/2020,16,14792,11184
2968,3/05/2020,17,15456,12212
2969,3/05/2020,18,15712,12670
2970,3/05/2020,19,15826,12765
2971,3/05/2020,20,15621,12908
2972,3/05/2020,21,15337,12809
2973,3/05/2020,22,15159,12189
2974,3/05/2020,23,14726,11340
2975,3/05/2020,24,14470,10681
2976,4/05/2020,1,14098,10467
2977,4/05/2020,2,14256,10389
2978,4/05/2020,3,14199,10459
2979,4/05/2020,4,13961,10512
2980,4/05/2020,5,14020,10750
2981,4/05/2020,6,15043,11314
2982,4/05/2020,7,15946,12215
2983,4/05/2020,8,16616,12882
2984,4/05/2020,9,16946,13175
2985,4/05/2020,10,16937,13253
2986,4/05/2020,11,16299,13304
2987,4/05/2020,12,16232,13302
2988,4/05/2020,13,15726,12633
2989,4/05/2020,14,16020,12464
2990,4/05/2020,15,16145,12249
2991,4/05/2020,16,16233,12510
2992,4/05/2020,17,16392,13244
2993,4/05/2020,18,15883,13376
2994,4/05/2020,19,16193,13844
2995,4/05/2020,20,16495,14187
2996,4/05/2020,21,16403,14171
2997,4/05/2020,22,15424,13265
2998,4/05/2020,23,14905,12577
2999,4/05/2020,24,14400,11894
3000,5/05/2020,1,14250,11631
3001,5/05/2020,2,14483,11437
3002,5/05/2020,3,14645,11415
3003,5/05/2020,4,14752,11532
3004,5/05/2020,5,14672,11927
3005,5/05/2020,6,15036,12496
3006,5/05/2020,7,15466,13164
3007,5/05/2020,8,15742,13222
3008,5/05/2020,9,15706,13097
3009,5/05/2020,10,15271,12926
3010,5/05/2020,11,15234,12884
3011,5/05/2020,12,15167,12918
3012,5/05/2020,13,15344,12801
3013,5/05/2020,14,15592,12545
3014,5/05/2020,15,15579,12509
3015,5/05/2020,16,15725,12844
3016,5/05/2020,17,15822,13436
3017,5/05/2020,18,15734,13586
3018,5/05/2020,19,16159,13882
3019,5/05/2020,20,16494,14289
3020,5/05/2020,21,16120,14002
3021,5/05/2020,22,15752,13358
3022,5/05/2020,23,15015,12509
3023,5/05/2020,24,14852,11928
3024,6/05/2020,1,14645,11560
3025,6/05/2020,2,14651,11354
3026,6/05/2020,3,14604,11281
3027,6/05/2020,4,14638,11354
3028,6/05/2020,5,14957,11657
3029,6/05/2020,6,14786,12229
3030,6/05/2020,7,15552,12855
3031,6/05/2020,8,16008,13347
3032,6/05/2020,9,15817,13073
3033,6/05/2020,10,15419,12676
3034,6/05/2020,11,15165,12577
3035,6/05/2020,12,15613,12525
3036,6/05/2020,13,15678,12364
3037,6/05/2020,14,15739,12153
3038,6/05/2020,15,15611,12035
3039,6/05/2020,16,15766,12367
3040,6/05/2020,17,16371,13043
